id,grid_id,score,data_source,borough,zip,latitude,longitude,address,geometry
915238,1989,4.83,greenstreets,Q,11368,40.74065367908738,-73.8497746258659,Corona Av & Hor. Hard. Expwy,POINT (-73.8497746258659 40.74065367908738)
915239,2047,8.18,greenstreets,Q,11368,40.74676247764093,-73.85318316390425,111 St Bet 48 Av & 49 Ave,POINT (-73.85318316390425 40.74676247764093)
915240,1944,14.14,greenstreets,Q,11426,40.731205483526914,-73.71312667493709,253 st bet 87 Av & 86 ave  1,POINT (-73.71312667493709 40.731205483526914)
915241,1944,14.14,greenstreets,Q,11426,40.73033499189314,-73.71297739964113,253 st bet 87 rd & 87 Av  2,POINT (-73.71297739964113 40.73033499189314)
915242,680,8.86,greenstreets,B,11235,40.57735062355192,-73.95380736658548,Gerald Chambers Square And Brighton Beach ave,POINT (-73.95380736658548 40.57735062355192)
915243,680,8.86,greenstreets,B,11235,40.57710444468809,-73.95376121476255,"Gerald H Chambers Sq & Oriental Blvd, Center",POINT (-73.95376121476255 40.57710444468809)
915244,1944,14.14,greenstreets,Q,11426,40.72958902682481,-73.7128515480876,253 st bet 87 rd & 87 Av  1,POINT (-73.7128515480876 40.72958902682481)
915245,1944,14.14,greenstreets,Q,11426,40.728783968779425,-73.71271183602087,253 st bet 87 dr & 87 rd,POINT (-73.71271183602087 40.728783968779425)
915246,1529,9.25,greenstreets,Q,11413,40.67905256365683,-73.73776814579348,Francis lewis Blvd Mall  bet. 130 Av & 131 Av     (1),POINT (-73.73776814579348 40.67905256365683)
915247,1588,8.01,greenstreets,Q,11411,40.68525706766427,-73.73267090559249,121 AV & 233 ST,POINT (-73.73267090559249 40.68525706766427)
915248,1588,8.01,greenstreets,Q,11411,40.68590528044155,-73.73481452469302,Francis Lewis Bl & 121 Av & 221 St,POINT (-73.73481452469302 40.68590528044155)
915249,1469,27.91,greenstreets,Q,11413,40.673608931865,-73.74465297540303,137 Av Bet 227 St & 228 St,POINT (-73.74465297540303 40.673608931865)
915250,1529,9.25,greenstreets,Q,11422,40.67629550174687,-73.73305119051466,133 Av & Laurelton Pkwy  (2),POINT (-73.73305119051466 40.67629550174687)
915251,1529,9.25,greenstreets,Q,11422,40.675295092736086,-73.73388130559302,133 Av & Laurelton Pkwy  (1),POINT (-73.73388130559302 40.675295092736086)
915252,2002,8.25,greenstreets,Q,11426,40.73425210932082,-73.72338602551,Hillside Av & 84 Rd (North),POINT (-73.72338602551 40.73425210932082)
915253,1943,12.52,greenstreets,Q,11426,40.73079256480177,-73.72730175141962,239 St Bet Hillside Av  & 87 Ave  5,POINT (-73.72730175141962 40.73079256480177)
915254,1705,14.29,greenstreets,Q,11411,40.69740219314009,-73.74319298264415,Springfield Blvd bet. 116 Av & Linden Blvd     (1),POINT (-73.74319298264415 40.69740219314009)
915255,1705,14.29,greenstreets,Q,11411,40.69718111335411,-73.74326215227975,Linden Bl & Springfield Bl & 116 Rd  1,POINT (-73.74326215227975 40.69718111335411)
915256,1646,10.37,greenstreets,Q,11411,40.69668487437795,-73.74342399198709,Springfield Blvd bet. 116 Rd & Linden Blvd     (2),POINT (-73.74342399198709 40.69668487437795)
915257,1646,10.37,greenstreets,Q,11411,40.696904704203256,-73.74335618843507,Linden Bl & Springfield Bl & 116 Rd  2,POINT (-73.74335618843507 40.696904704203256)
915258,1705,14.29,greenstreets,Q,11429,40.70284698110568,-73.74071873887227,Springfield Bl Bet Colfax St & 113 Dr  1,POINT (-73.74071873887227 40.70284698110568)
915259,1705,14.29,greenstreets,Q,11429,40.70250451590197,-73.74084150797006,Springfield Blvd bet Colfax St & 113 Dr (1),POINT (-73.74084150797006 40.702504515901964)
915260,1469,27.91,greenstreets,Q,11413,40.67260281204607,-73.7447202410775,137 Av & 228 St  west,POINT (-73.7447202410775 40.67260281204607)
915261,1705,14.29,greenstreets,Q,11411,40.70091285421966,-73.74161507579761,Springfield Bl & 115 Av  west Median,POINT (-73.74161507579761 40.70091285421966)
915262,1468,11.53,greenstreets,Q,11413,40.669094777359675,-73.75012668070313,225 St Bet. 141 Ave &135 Ave (5),POINT (-73.75012668070313 40.669094777359675)
915263,1705,14.29,greenstreets,Q,11429,40.70374073268942,-73.74038710447651,Springfield Blvd bet 112 Rd & 113 Av (3),POINT (-73.74038710447651 40.70374073268942)
915264,1942,11.71,greenstreets,Q,11428,40.72813847730503,-73.73451844274719,Braddock Av Bet Moline St & Ransom St,POINT (-73.73451844274719 40.72813847730503)
915265,632,6.16,greenstreets,Q,11694,40.57167780175439,-73.8524841400228,B 136 st  Baffle planter 2,POINT (-73.8524841400228 40.57167780175439)
915266,938,8.68,greenstreets,Q,11691,40.60527341842549,-73.74440841309544,Reads la bet Mobile rd & Empire Av,POINT (-73.74440841309544 40.60527341842549)
915267,1942,11.71,greenstreets,Q,11428,40.72770083546814,-73.73258406097274,braddock av btw moline st & gettysburg st,POINT (-73.73258406097274 40.72770083546814)
915268,2002,8.25,greenstreets,Q,11426,40.73393828867265,-73.72338456834213,Hillside Av & 84 Rd (South),POINT (-73.72338456834213 40.73393828867265)
915269,1529,9.25,greenstreets,Q,11413,40.68048372928916,-73.73700902260494,francis lewis Blvd Mall  bet. 130 Av & 131 Av     (2),POINT (-73.73700902260494 40.68048372928916)
915270,1705,14.29,greenstreets,Q,11411,40.70127549273249,-73.74142364422897,Springfield Blvd & 115 Av (west median),POINT (-73.74142364422897 40.70127549273249)
915271,1468,11.53,greenstreets,Q,11413,40.66943605938988,-73.7502504536333,141 Av Bet 224 St & 225 St,POINT (-73.7502504536333 40.66943605938988)
915272,1764,5.94,greenstreets,Q,11429,40.70465792635307,-73.74005463175322,Springfield Blvd bet 112 Rd & 113 Av (1),POINT (-73.74005463175322 40.70465792635307)
915273,1705,14.29,greenstreets,Q,11429,40.70419081931943,-73.74022160540633,Springfield Blvd bet 112 Rd & 113 Av (2),POINT (-73.74022160540633 40.70419081931943)
915274,1705,14.29,greenstreets,Q,11411,40.7001907071764,-73.7419969404389,Springfield Blvd bet. 115 Terr & 115 Ct (2),POINT (-73.7419969404389 40.700190707176404)
915275,1468,11.53,greenstreets,Q,11413,40.671487527145445,-73.75021284335465,139 Av Bet 223 St & 224 St,POINT (-73.75021284335465 40.671487527145445)
915276,1469,27.91,greenstreets,Q,11413,40.671926227908465,-73.74571533095785,138 Av & 228 St,POINT (-73.74571533095785 40.671926227908465)
915277,1469,27.91,greenstreets,Q,11413,40.67097616138569,-73.74308765336566,138 Av Bet 230 St & Francis Lewis Bl,POINT (-73.74308765336566 40.67097616138569)
915278,1469,27.91,greenstreets,Q,11413,40.67158870299292,-73.74478278748593,138 Av Bet 228 St & 229 St,POINT (-73.74478278748593 40.67158870299292)
915279,1469,27.91,greenstreets,Q,11413,40.6731419052687,-73.7443813308302,137 Av & 228 St  south,POINT (-73.7443813308302 40.6731419052687)
915280,1469,27.91,greenstreets,Q,11413,40.67374795607466,-73.7440027622709,137 Av & 228 St  north,POINT (-73.7440027622709 40.67374795607466)
915281,1469,27.91,greenstreets,Q,11413,40.67370185274986,-73.73920304148065,135 Av Bet 232 St & 233 St,POINT (-73.73920304148065 40.67370185274986)
915282,1410,5.57,greenstreets,Q,11413,40.66727388538733,-73.7442764485014,141 Av Bet 230 Pl & 231 St,POINT (-73.7442764485014 40.667273885387324)
915283,1469,27.91,greenstreets,Q,11413,40.66960121558679,-73.74499397438808,139 Av Bet 229 St & 230 St,POINT (-73.74499397438808 40.66960121558679)
915284,1469,27.91,greenstreets,Q,11413,40.674348769423126,-73.74098901442008,135 Av Bet 230 St & Francis Lewis Bl,POINT (-73.74098901442008 40.674348769423126)
915285,1705,14.29,greenstreets,Q,11411,40.6991973317509,-73.74248539695866,Springfield Blvd bet. 116 Av & 115 Rd (1),POINT (-73.74248539695866 40.6991973317509)
915286,2122,10.73,greenstreets,Q,11040,40.749426323788754,-73.70188360985979,Langdale St & 271 St,POINT (-73.70188360985979 40.749426323788754)
915287,1469,27.91,greenstreets,Q,11413,40.67287454375792,-73.74833651272328,138 Av Bet 224 St & 225 St,POINT (-73.74833651272328 40.67287454375792)
915288,1469,27.91,greenstreets,Q,11413,40.67170936523036,-73.73940687175745,137 Av Bet 232 St & 233 St,POINT (-73.73940687175745 40.67170936523036)
915289,1469,27.91,greenstreets,Q,11413,40.672021323173034,-73.74027144997278,137 Av Bet 231 St & 232 St,POINT (-73.74027144997278 40.672021323173034)
915290,1469,27.91,greenstreets,Q,11413,40.67400627605677,-73.74004454639991,135 Av Bet Francis Lewis Bl & 231 St,POINT (-73.74004454639991 40.67400627605677)
915291,1470,8.56,greenstreets,Q,11422,40.672787560656936,-73.73667157589189,135 Av Bet 234 St & 234 Pl,POINT (-73.73667157589189 40.672787560656936)
915292,1470,8.56,greenstreets,Q,11413,40.67338859119946,-73.73833985407721,135 Av Bet 232 St & 233 St,POINT (-73.73833985407721 40.67338859119946)
915293,1943,12.52,greenstreets,Q,11426,40.72644801019983,-73.72790518433197,Braddock Av Bet 242 St & 239 St,POINT (-73.72790518433197 40.72644801019983)
915294,1884,5.0,greenstreets,Q,11426,40.725841011958856,-73.72540666768968,braddock ave Btw 242 st & Cross Island Py,POINT (-73.72540666768968 40.725841011958856)
915295,1468,11.53,greenstreets,Q,11413,40.66933420216701,-73.74997540735095,225 St Bet. 141 Ave &135 Ave (circle),POINT (-73.74997540735095 40.66933420216701)
915296,1353,2.84,greenstreets,Q,11422,40.65401402706634,-73.72631892014554,Hook Creek Blvd & 148 Rd & Hungry Harbor Rd,POINT (-73.72631892014554 40.65401402706634)
915297,2122,10.73,greenstreets,Q,11040,40.75207596552008,-73.70210325295106,Langdale St & Union Tpke (south side),POINT (-73.70210325295106 40.75207596552008)
915298,1705,14.29,greenstreets,Q,11429,40.70405900311408,-73.74559803186848,Colfax St & 210 St & 113 Av,POINT (-73.74559803186848 40.70405900311408)
915299,1764,5.94,greenstreets,Q,11429,40.70565193186541,-73.74702618740615,Colfax St & 111 Rd & 209 Pl,POINT (-73.74702618740615 40.705651931865404)
915300,2122,10.73,greenstreets,Q,11040,40.74898144437197,-73.7085616942147,Union Tpke At 264 St & 77 Av,POINT (-73.7085616942147 40.74898144437197)
915301,2122,10.73,greenstreets,Q,11040,40.75253997162506,-73.70200861767115,Lakeville Rd & Union Tpke & Hewlett St,POINT (-73.70200861767115 40.75253997162506)
915302,1646,10.37,greenstreets,Q,11411,40.695430740930966,-73.7438598850654,Springfield Blvd bet. 118 Ave & Linden Blvd,POINT (-73.7438598850654 40.695430740930966)
915303,1587,3.22,greenstreets,Q,11413,40.68870056556474,-73.74795157366702,Springfield Blvd bet. 122 Av & 121 Av    (1),POINT (-73.74795157366702 40.68870056556474)
915304,1646,10.37,greenstreets,Q,11411,40.69388789383334,-73.7444311738941,Springfield Blvd bet. Francis Lewis Blvd & 118 Ave,POINT (-73.7444311738941 40.69388789383334)
915305,1093,6.56,greenstreets,B,11210,40.63334732106781,-73.95091097872337,Amersfort Pl & Glenwood Rd & East 27th St,POINT (-73.95091097872337 40.63334732106781)
915306,1092,13.51,greenstreets,B,11230,40.63000764095778,-73.96166580898124,Ave H & East 16th St,POINT (-73.96166580898124 40.63000764095778)
915307,1152,7.29,greenstreets,B,11210,40.63575515383312,-73.95220710397514,Farragut Rd & Kenilworth Pl & East 26th St,POINT (-73.95220710397514 40.635755153833124)
915308,1152,7.29,greenstreets,B,11210,40.63549521210051,-73.95227630018013,Amersfort Pl & Farragut Rd & East 26th St,POINT (-73.95227630018013 40.63549521210051)
915309,1094,4.31,greenstreets,B,11210,40.63233598265868,-73.94714777194802,Flatbush Ave btw Nostrand Ave & E 31 St,POINT (-73.94714777194802 40.63233598265868)
915310,1094,4.31,greenstreets,B,11210,40.63338409856583,-73.94825650016205,Flatbush Ave btw Glenwood Rd & Nostrand Ave,POINT (-73.94825650016205 40.63338409856583)
915311,1705,14.29,greenstreets,Q,11411,40.698390360968915,-73.74283364051378,Springfield Blvd bet. 116 Av & 115 Rd (2),POINT (-73.74283364051378 40.698390360968915)
915312,1705,14.29,greenstreets,Q,11411,40.70114356891009,-73.74016211702624,115 Av & 217 St & 114 Rd,POINT (-73.74016211702624 40.70114356891009)
915313,1883,5.9399999999999995,greenstreets,Q,11428,40.72591940638358,-73.7368175550953,Winchester Blvd & 92 Av & 221 Pl,POINT (-73.7368175550953 40.72591940638358)
915314,1707,1.39,greenstreets,Q,11411,40.69742887949626,-73.72764662197169,Cross Island Pkwy & 115 Av & 231 St,POINT (-73.72764662197169 40.69742887949626)
915315,1705,14.29,greenstreets,Q,11411,40.70124804507429,-73.74121379689228,Sfield Blvd & 114 Rd & 115 Av,POINT (-73.74121379689228 40.70124804507429)
915316,2002,8.25,greenstreets,Q,11426,40.740039849260555,-73.7247982402204,Cross Island Pkwy & 81 Av & 244 St,POINT (-73.7247982402204 40.740039849260555)
915317,2122,10.73,greenstreets,Q,11040,40.74978541684101,-73.70639483551919,Union Tpke & 267 St,POINT (-73.70639483551919 40.74978541684101)
915318,2061,6.91,greenstreets,Q,11426,40.7432840241344,-73.71870118494684,Union Tpke & 80 Av & 252 St,POINT (-73.71870118494684 40.7432840241344)
915319,1469,27.91,greenstreets,Q,11413,40.67423754392661,-73.74638131022814,137 Av Bet 225 St & 226 St,POINT (-73.74638131022814 40.67423754392661)
915320,1528,6.28,greenstreets,Q,11413,40.67622866664343,-73.7393466711415,Francis Lewis Blvd Mall bet. Merrick Blvd & 133 Av    (2),POINT (-73.7393466711415 40.67622866664343)
915321,631,16.36,greenstreets,Q,11694,40.5703693319868,-73.85762887186634,Beach 142 St Bet. Beah Baffle and Rockaway Beach Blvd (2),POINT (-73.85762887186634 40.5703693319868)
915322,631,16.36,greenstreets,Q,11694,40.57122991057965,-73.8581280486754,Beach 142 St Bet. Beah Baffle and Rockaway Beach Blvd (1),POINT (-73.8581280486754 40.57122991057965)
915323,1528,6.28,greenstreets,Q,11413,40.67676028634888,-73.73904772323407,francis lewis Blvd Mall  bet. Merrick Blvd & 133 Av    (1),POINT (-73.73904772323407 40.67676028634888)
915324,1529,9.25,greenstreets,Q,11413,40.67796616782753,-73.7383763575449,francis lewis Blvd Mall  bet 131 Av & 133 Av     (2),POINT (-73.7383763575449 40.67796616782753)
915325,1529,9.25,greenstreets,Q,11413,40.67848967584926,-73.73808028535359,francis lewis Blvd Mall  bet 131 Av & 133 Av     (1),POINT (-73.73808028535359 40.67848967584926)
915326,1588,8.01,greenstreets,Q,11413,40.685409073050366,-73.73388236006984,FL Blvd & 121 Av & 231 St,POINT (-73.73388236006984 40.685409073050366)
915327,676,5.28,greenstreets,B,11224,40.57767772193394,-73.99656469491943,Neptune ave bet w 29 st and w 30 st (W),POINT (-73.99656469491943 40.57767772193394)
915328,676,5.28,greenstreets,B,11224,40.57775985778713,-73.99582311672096,Neptune and W 29 st,POINT (-73.99582311672096 40.57775985778713)
915329,2061,6.91,greenstreets,Q,11426,40.74081224881918,-73.72472370481906,Commonwealth Blvd & 244 St  & 80 Rd,POINT (-73.72472370481906 40.74081224881918)
915330,1410,5.57,greenstreets,Q,11422,40.668032805107536,-73.74066566887893,139 Av Bet 233 St & 234 St,POINT (-73.74066566887893 40.668032805107536)
915331,631,16.36,greenstreets,Q,11694,40.56881015472035,-73.86176242477134,Beach 147 St Bet. Beah Baffle and Rockaway Beach Blvd (2),POINT (-73.86176242477134 40.56881015472035)
915332,631,16.36,greenstreets,Q,11694,40.56958166342781,-73.86220593683223,Beach 147 St Bet. Beah Baffle and Rockaway Beach Blvd (1),POINT (-73.86220593683223 40.56958166342781)
915333,631,16.36,greenstreets,Q,11694,40.57063738918719,-73.8628198005673,Beach 147 St Bet. Rockaway Beach Blvd & Neponsit Ave,POINT (-73.8628198005673 40.57063738918719)
915334,1469,27.91,greenstreets,Q,11413,40.668342010160536,-73.74152158065341,139 Av Bet 232 St & 233 St,POINT (-73.74152158065341 40.668342010160536)
915335,1469,27.91,greenstreets,Q,11413,40.670637210529165,-73.74215077468575,FL Blvd bet. 230 Pl & 231 St,POINT (-73.74215077468575 40.670637210529165)
915336,1469,27.91,greenstreets,Q,11413,40.67002241858445,-73.74046105034911,FL Blvd bet. 232 St & 233 St,POINT (-73.74046105034911 40.67002241858445)
915337,1469,27.91,greenstreets,Q,11413,40.67033555200814,-73.74131964089396,FL Blvd bet. 231 St & 232 St,POINT (-73.74131964089396 40.67033555200814)
915338,1469,27.91,greenstreets,Q,11413,40.67223090822744,-73.74655891883916,138 Av Bet 226 St & 227 St,POINT (-73.74655891883916 40.67223090822744)
915339,2114,12.41,greenstreets,Q,11361,40.75509725091054,-73.77603860925242,Clearview Expressway & 46 Rd,POINT (-73.77603860925242 40.75509725091054)
915340,2173,14.28,greenstreets,Q,11361,40.755744545425266,-73.77623064680616,Clearview Expressway & 46 Av,POINT (-73.77623064680616 40.755744545425266)
915341,2236,11.54,greenstreets,Q,11362,40.76431824779414,-73.74484217172355,Alameda Av bet. Hanford St & 241 St (2),POINT (-73.74484217172355 40.76431824779414)
915342,1469,27.91,greenstreets,Q,11413,40.67253965455107,-73.74741088095314,138 Av Bet 225 St & 226 St,POINT (-73.74741088095314 40.67253965455107)
915343,1470,8.56,greenstreets,Q,11422,40.67109580712018,-73.73771559007345,137 Av Bet 234 Pl & 234 St,POINT (-73.73771559007345 40.67109580712018)
915344,1943,12.52,greenstreets,Q,11426,40.73249522582336,-73.72648329929103,239 St Bet Hillside Av  & 87 Ave  2,POINT (-73.72648329929103 40.73249522582336)
915345,1646,10.37,greenstreets,Q,11411,40.692787686324,-73.74480911215863,FL Blvd & 119 Av & Springfield Blvd,POINT (-73.74480911215863 40.692787686323996)
915346,1469,27.91,greenstreets,Q,11413,40.673915771417576,-73.7455001966294,137 Av Bet 226 St & 227 St,POINT (-73.7455001966294 40.673915771417576)
915347,1469,27.91,greenstreets,Q,11413,40.67451731191169,-73.74716018794486,137 Av Bet 224 St & 225 St,POINT (-73.74716018794486 40.67451731191169)
915348,1469,27.91,greenstreets,Q,11413,40.672325539727886,-73.74110525565636,137 Av Bet Francis Lewis Bl & 231 St,POINT (-73.74110525565636 40.672325539727886)
915349,1470,8.56,greenstreets,Q,11422,40.67140290311399,-73.73856190572225,137 Av Bet 233 St & 234 St,POINT (-73.73856190572225 40.67140290311399)
915350,1469,27.91,greenstreets,Q,11413,40.67464726457708,-73.7418206661934,135 Av Bet 229 St & 230 St,POINT (-73.7418206661934 40.67464726457708)
915351,1470,8.56,greenstreets,Q,11422,40.673095682654385,-73.73752410146675,135 Av Bet 233 St & 234 St,POINT (-73.73752410146675 40.673095682654385)
915352,1944,14.14,greenstreets,Q,11001,40.72647795728678,-73.71638743048639,Jamaica Av bet Commonwealth Blv & 249 St     (3),POINT (-73.71638743048639 40.72647795728678)
915353,1944,14.14,greenstreets,Q,11001,40.72634939534036,-73.71707411333202,Jamaica Av bet Commonwealth Blv & 249 St     (2),POINT (-73.71707411333202 40.72634939534036)
915354,1943,12.52,greenstreets,Q,11426,40.731342811705126,-73.72703708169952,239 St Bet Hillside Av  & 87 Ave  4,POINT (-73.72703708169952 40.731342811705126)
915355,2236,11.54,greenstreets,Q,11362,40.76469841299815,-73.74547099433865,Alameda Av bet. Northern Blvd & Hanford St (1),POINT (-73.74547099433865 40.76469841299815)
915356,2115,7.1499999999999995,greenstreets,Q,11361,40.7536929628062,-73.77555997601434,Clearview Expressway & 47 Rd,POINT (-73.77555997601434 40.7536929628062)
915357,2114,12.41,greenstreets,Q,11361,40.75439185286643,-73.77584228148842,Clearview Expressway & 47 Av,POINT (-73.77584228148842 40.75439185286643)
